orderid,warehouse,store,city,state,category,product,order_date,units_sold,unit_price,total_amount
ORD667020,Coca-Cola Bottling Co. Consolidated,Kroger,Atlanta,Georgia,Water,Dasani,2023-11-02,202,1.27,256.54
ORD805974,Coca-Cola Beverages Florida,Kroger,Atlanta,Georgia,Alcoholic Beverages,Simply Spiked Lemonade,2023-08-27,190,1.86,353.4
ORD132694,Coca-Cola Bottling Co. Consolidated,7-Eleven,Houston,Texas,Soft Drinks,Fanta,2023-01-12,959,2.52,2416.68
ORD959603,Coca-Cola Beverages Florida,CVS,Miami,Florida,Water,Aquafina,2023-06-06,441,1.79,789.39
ORD908609,Coca-Cola Beverages Florida,Publix,New York,New York,Soft Drinks,Dr Pepper,2023-12-10,227,2.42,549.34
ORD725361,Coca-Cola Bottling Co. Consolidated,CVS,Seattle,Washington,Alcoholic Beverages,Jack & Coke,2023-07-04,571,2.4,1370.4
ORD341547,Swire Coca-Cola,Target,New York,New York,Soft Drinks,Dr Pepper,2023-07-22,895,1.63,1458.85
ORD673029,Coca-Cola Bottling Company United,Walgreens,Phoenix,Arizona,Alcoholic Beverages,Simply Spiked Lemonade,2023-02-02,839,3.36,2819.04
ORD655644,Coca-Cola Bottling Company United,Kroger,Denver,Colorado,Soft Drinks,Diet Coke,2023-05-22,123,2.41,296.43
ORD550663,Reyes Coca-Cola Bottling,Target,Chicago,Illinois,Soft Drinks,Sprite,2023-01-09,786,3.46,2719.56
ORD734424,Coca-Cola Beverages Florida,Kroger,Atlanta,Georgia,Soft Drinks,Diet Coke,2023-10-13,467,1.92,896.64
ORD285644,Coca-Cola Beverages Florida,Costco,Boston,Massachusetts,Soft Drinks,Fanta,2023-07-11,109,2.68,292.12
ORD285507,Coca-Cola Bottling Company United,Sam's Club,Chicago,Illinois,Water,Dasani,2023-07-04,643,1.57,1009.51
ORD179762,Coca-Cola Bottling Company United,Publix,Houston,Texas,Soft Drinks,Fanta,2023-11-09,826,2.17,1792.42
ORD564875,Swire Coca-Cola,Target,Miami,Florida,Water,Smartwater,2023-05-16,230,3.11,715.3
ORD474713,Swire Coca-Cola,Safeway,Boston,Massachusetts,Water,Smartwater,2023-03-03,918,1.9,1744.2
ORD867547,Coca-Cola Bottling Co. Consolidated,7-Eleven,New York,New York,Alcoholic Beverages,Simply Spiked Lemonade,2023-03-20,811,1.04,843.44
ORD894160,Coca-Cola Beverages Florida,Publix,Seattle,Washington,Soft Drinks,Fanta,2023-07-09,251,3.14,788.14
ORD561989,Swire Coca-Cola,Walmart,Denver,Colorado,Water,Smartwater,2023-12-12,260,2.37,616.2
ORD125253,Coca-Cola Bottling Co. Consolidated,Target,Atlanta,Georgia,Alcoholic Beverages,Simply Spiked Lemonade,2023-07-15,241,2.61,629.01
ORD672997,Coca-Cola Bottling Company United,Walgreens,Phoenix,Arizona,Alcoholic Beverages,Jack & Coke,2023-04-13,671,2.38,1596.98
ORD917298,Coca-Cola Bottling Company United,CVS,Los Angeles,California,Soft Drinks,Dr Pepper,2023-04-18,177,2.41,426.57
ORD631880,Swire Coca-Cola,7-Eleven,Seattle,Washington,Soft Drinks,Dr Pepper,2023-07-29,921,2.29,2109.09
ORD866361,Reyes Coca-Cola Bottling,Publix,Chicago,Illinois,Alcoholic Beverages,Simply Spiked Lemonade,2023-06-29,989,1.35,1335.15
ORD817034,Coca-Cola Beverages Florida,Kroger,Houston,Texas,Soft Drinks,Fanta,2023-03-26,465,2.84,1320.6
ORD484771,Coca-Cola Beverages Florida,Walgreens,Atlanta,Georgia,Soft Drinks,Dr Pepper,2023-07-19,744,2.49,1852.56
ORD744051,Swire Coca-Cola,Costco,Miami,Florida,Water,Smartwater,2023-11-29,114,3.48,396.72
ORD329012,Coca-Cola Beverages Florida,Safeway,Phoenix,Arizona,Water,Dasani,2023-04-29,245,1.66,406.7
ORD297866,Swire Coca-Cola,Costco,Phoenix,Arizona,Water,Aquafina,2023-12-16,363,2.47,896.61
ORD386834,Coca-Cola Bottling Company United,CVS,Chicago,Illinois,Water,Dasani,2023-12-05,835,1.02,851.7
ORD721849,Coca-Cola Bottling Company United,Safeway,Los Angeles,California,Alcoholic Beverages,Jack & Coke,2023-12-10,450,1.84,828.0
ORD165440,Swire Coca-Cola,Walmart,Boston,Massachusetts,Soft Drinks,Sprite,2023-08-03,564,1.25,705.0
ORD793746,Coca-Cola Beverages Florida,7-Eleven,Atlanta,Georgia,Soft Drinks,Diet Coke,2023-02-03,981,3.34,3276.54
ORD765680,Reyes Coca-Cola Bottling,7-Eleven,Miami,Florida,Water,Dasani,2023-01-22,999,2.85,2847.15
ORD351829,Reyes Coca-Cola Bottling,Walmart,Denver,Colorado,Water,Dasani,2023-01-05,859,3.17,2723.03
ORD332605,Reyes Coca-Cola Bottling,Safeway,Atlanta,Georgia,Alcoholic Beverages,Jack & Coke,2023-09-02,699,2.57,1796.43
ORD848032,Coca-Cola Bottling Company United,CVS,Seattle,Washington,Soft Drinks,Diet Coke,2023-03-23,192,2.09,401.28
ORD560578,Swire Coca-Cola,Target,Houston,Texas,Soft Drinks,Diet Coke,2023-09-14,273,1.46,398.58
ORD216086,Coca-Cola Beverages Florida,Target,Phoenix,Arizona,Alcoholic Beverages,Simply Spiked Lemonade,2023-08-11,532,1.09,579.88
ORD439713,Coca-Cola Beverages Florida,Safeway,Houston,Texas,Soft Drinks,Coca-Cola Classic,2023-03-05,419,1.87,783.53
ORD708732,Coca-Cola Bottling Co. Consolidated,Walmart,Los Angeles,California,Alcoholic Beverages,Simply Spiked Lemonade,2023-11-20,975,1.3,1267.5
ORD913668,Swire Coca-Cola,7-Eleven,New York,New York,Soft Drinks,Sprite,2023-01-31,201,3.19,641.19
ORD604278,Swire Coca-Cola,Target,Boston,Massachusetts,Alcoholic Beverages,Jack & Coke,2023-07-11,737,1.19,877.03
ORD472303,Coca-Cola Bottling Company United,Publix,Houston,Texas,Alcoholic Beverages,Jack & Coke,2023-04-26,573,1.15,658.95
ORD558428,Reyes Coca-Cola Bottling,Safeway,Boston,Massachusetts,Water,Smartwater,2023-06-21,514,3.13,1608.82
ORD612317,Reyes Coca-Cola Bottling,Walgreens,Chicago,Illinois,Water,Dasani,2023-02-14,751,1.49,1118.99
ORD169342,Coca-Cola Beverages Florida,Publix,Denver,Colorado,Soft Drinks,Fanta,2023-06-14,101,3.5,353.5
ORD147180,Coca-Cola Bottling Company United,CVS,Miami,Florida,Alcoholic Beverages,Simply Spiked Lemonade,2023-01-11,805,2.47,1988.35
ORD631312,Coca-Cola Bottling Company United,Walmart,Miami,Florida,Alcoholic Beverages,Jack & Coke,2023-06-06,795,2.9,2305.5
ORD603549,Coca-Cola Bottling Company United,Sam's Club,Miami,Florida,Soft Drinks,Dr Pepper,2023-06-08,727,2.47,1795.69
ORD781168,Coca-Cola Beverages Florida,Kroger,Atlanta,Georgia,Alcoholic Beverages,Jack & Coke,2023-07-04,368,3.3,1214.4
ORD809996,Reyes Coca-Cola Bottling,Walmart,New York,New York,Water,Aquafina,2023-05-21,116,1.4,162.4
ORD472420,Reyes Coca-Cola Bottling,Kroger,Denver,Colorado,Water,Dasani,2023-12-20,690,2.87,1980.3
ORD292313,Swire Coca-Cola,Walgreens,Los Angeles,California,Water,Smartwater,2023-05-06,158,2.11,333.38
ORD469742,Coca-Cola Bottling Co. Consolidated,Costco,Denver,Colorado,Alcoholic Beverages,Jack & Coke,2023-09-11,543,2.42,1314.06
ORD314550,Coca-Cola Bottling Company United,Safeway,Phoenix,Arizona,Water,Dasani,2023-09-24,404,2.54,1026.16
ORD439028,Coca-Cola Bottling Company United,Target,Seattle,Washington,Water,Aquafina,2023-11-25,91,3.24,294.84
ORD613360,Reyes Coca-Cola Bottling,Safeway,Atlanta,Georgia,Soft Drinks,Fanta,2023-07-12,812,1.41,1144.92
ORD480134,Coca-Cola Bottling Co. Consolidated,7-Eleven,New York,New York,Soft Drinks,Sprite,2023-01-08,445,1.24,551.8
ORD969925,Coca-Cola Bottling Co. Consolidated,Costco,Miami,Florida,Alcoholic Beverages,Simply Spiked Lemonade,2023-09-08,78,3.25,253.5
ORD286840,Coca-Cola Bottling Company United,7-Eleven,New York,New York,Soft Drinks,Dr Pepper,2023-10-04,313,3.45,1079.85
ORD337179,Swire Coca-Cola,Walmart,Houston,Texas,Alcoholic Beverages,Simply Spiked Lemonade,2023-04-23,422,1.89,797.58
ORD184642,Coca-Cola Bottling Co. Consolidated,Target,Atlanta,Georgia,Soft Drinks,Diet Coke,2023-01-17,837,2.2,1841.4
ORD439900,Swire Coca-Cola,Publix,Boston,Massachusetts,Soft Drinks,Fanta,2023-02-13,102,2.2,224.4
ORD161973,Swire Coca-Cola,Walgreens,Atlanta,Georgia,Water,Smartwater,2023-03-01,677,2.98,2017.46
ORD121575,Coca-Cola Beverages Florida,Publix,Chicago,Illinois,Water,Aquafina,2023-07-28,275,3.0,825.0
ORD396974,Coca-Cola Beverages Florida,Costco,Denver,Colorado,Water,Smartwater,2023-10-05,501,2.76,1382.76
ORD292761,Reyes Coca-Cola Bottling,CVS,Los Angeles,California,Soft Drinks,Diet Coke,2023-02-16,284,1.48,420.32
ORD130420,Swire Coca-Cola,Safeway,Atlanta,Georgia,Alcoholic Beverages,Simply Spiked Lemonade,2023-07-24,609,2.33,1418.97
ORD346925,Coca-Cola Beverages Florida,Kroger,Phoenix,Arizona,Water,Smartwater,2023-04-24,330,2.5,825.0
ORD916051,Coca-Cola Bottling Company United,Publix,Los Angeles,California,Water,Dasani,2023-10-13,359,1.49,534.91
ORD835014,Reyes Coca-Cola Bottling,7-Eleven,Boston,Massachusetts,Soft Drinks,Coca-Cola Classic,2023-01-02,615,1.14,701.1
ORD803616,Swire Coca-Cola,Publix,New York,New York,Soft Drinks,Fanta,2023-10-12,873,1.56,1361.88
ORD714786,Coca-Cola Bottling Company United,CVS,Miami,Florida,Water,Smartwater,2023-05-06,64,2.07,132.48
ORD681997,Coca-Cola Bottling Company United,Target,Miami,Florida,Soft Drinks,Dr Pepper,2023-01-13,457,3.24,1480.68
ORD217439,Coca-Cola Bottling Company United,7-Eleven,Phoenix,Arizona,Alcoholic Beverages,Jack & Coke,2023-06-10,803,2.37,1903.11
ORD853454,Coca-Cola Bottling Company United,Walmart,Seattle,Washington,Water,Smartwater,2023-02-09,590,2.76,1628.4
ORD868226,Coca-Cola Beverages Florida,7-Eleven,Los Angeles,California,Water,Dasani,2023-09-07,498,3.12,1553.76
ORD256843,Swire Coca-Cola,Publix,Denver,Colorado,Water,Dasani,2023-08-07,222,2.1,466.2
ORD685495,Coca-Cola Bottling Company United,7-Eleven,New York,New York,Water,Smartwater,2023-05-21,696,2.88,2004.48
ORD260686,Swire Coca-Cola,Walmart,Los Angeles,California,Water,Dasani,2023-12-28,582,1.2,698.4
ORD900908,Coca-Cola Beverages Florida,Walmart,Miami,Florida,Water,Aquafina,2023-06-29,853,2.5,2132.5
ORD831793,Coca-Cola Bottling Company United,Sam's Club,Phoenix,Arizona,Alcoholic Beverages,Jack & Coke,2023-06-21,461,1.31,603.91
ORD350114,Coca-Cola Bottling Co. Consolidated,Publix,New York,New York,Alcoholic Beverages,Simply Spiked Lemonade,2023-12-20,627,2.13,1335.51
ORD909245,Coca-Cola Beverages Florida,Kroger,Atlanta,Georgia,Water,Aquafina,2023-11-15,105,1.19,124.95
ORD764256,Coca-Cola Bottling Company United,CVS,Chicago,Illinois,Alcoholic Beverages,Jack & Coke,2023-11-19,324,2.54,822.96
ORD952675,Swire Coca-Cola,CVS,Phoenix,Arizona,Alcoholic Beverages,Jack & Coke,2023-06-13,395,2.89,1141.55
ORD111032,Coca-Cola Beverages Florida,Safeway,Los Angeles,California,Alcoholic Beverages,Jack & Coke,2023-10-28,979,2.98,2917.42
ORD523224,Coca-Cola Bottling Company United,Walmart,New York,New York,Soft Drinks,Fanta,2023-07-15,367,3.05,1119.35
ORD485982,Reyes Coca-Cola Bottling,Kroger,Boston,Massachusetts,Alcoholic Beverages,Jack & Coke,2023-02-17,157,1.82,285.74
ORD753255,Reyes Coca-Cola Bottling,CVS,Chicago,Illinois,Water,Smartwater,2023-03-24,78,2.75,214.5
ORD193903,Coca-Cola Beverages Florida,Walmart,Denver,Colorado,Water,Smartwater,2023-01-31,226,2.45,553.7
ORD833876,Coca-Cola Beverages Florida,Walgreens,Phoenix,Arizona,Alcoholic Beverages,Simply Spiked Lemonade,2023-08-11,270,2.82,761.4
ORD425701,Swire Coca-Cola,Kroger,Los Angeles,California,Water,Dasani,2023-08-17,104,1.07,111.28
ORD240928,Coca-Cola Beverages Florida,Target,Chicago,Illinois,Soft Drinks,Coca-Cola Classic,2023-10-04,357,3.27,1167.39
ORD311576,Swire Coca-Cola,Safeway,Denver,Colorado,Water,Aquafina,2023-12-26,401,3.34,1339.34
ORD332112,Coca-Cola Bottling Company United,Costco,Houston,Texas,Water,Dasani,2023-09-14,626,1.34,838.84
ORD749833,Coca-Cola Beverages Florida,Safeway,Los Angeles,California,Water,Aquafina,2023-01-02,377,2.36,889.72
ORD955699,Coca-Cola Beverages Florida,Safeway,Los Angeles,California,Water,Dasani,2023-11-10,914,2.1,1919.4
ORD678128,Coca-Cola Bottling Company United,Costco,Phoenix,Arizona,Water,Smartwater,2023-03-19,75,1.54,115.5
ORD968802,Coca-Cola Bottling Co. Consolidated,Publix,Phoenix,Arizona,Soft Drinks,Dr Pepper,2023-04-04,596,1.09,649.64
ORD427197,Coca-Cola Bottling Co. Consolidated,Costco,Los Angeles,California,Water,Aquafina,2023-10-10,788,3.15,2482.2
ORD217521,Swire Coca-Cola,Walmart,Chicago,Illinois,Water,Aquafina,2023-02-07,639,3.17,2025.63
ORD290509,Reyes Coca-Cola Bottling,Sam's Club,Phoenix,Arizona,Alcoholic Beverages,Simply Spiked Lemonade,2023-10-20,713,1.58,1126.54
ORD495630,Coca-Cola Bottling Co. Consolidated,Walmart,Boston,Massachusetts,Alcoholic Beverages,Jack & Coke,2023-01-15,639,1.55,990.45
ORD123827,Reyes Coca-Cola Bottling,7-Eleven,Atlanta,Georgia,Alcoholic Beverages,Jack & Coke,2023-07-07,568,1.91,1084.88
ORD809979,Reyes Coca-Cola Bottling,Publix,Boston,Massachusetts,Water,Dasani,2023-08-29,344,2.8,963.2
ORD856543,Coca-Cola Beverages Florida,Sam's Club,Miami,Florida,Alcoholic Beverages,Jack & Coke,2023-03-12,395,2.93,1157.35
ORD930227,Swire Coca-Cola,Costco,Phoenix,Arizona,Water,Dasani,2023-07-13,905,1.9,1719.5
ORD706834,Reyes Coca-Cola Bottling,Costco,Boston,Massachusetts,Alcoholic Beverages,Jack & Coke,2023-03-06,391,1.42,555.22
ORD745027,Coca-Cola Bottling Co. Consolidated,Target,Los Angeles,California,Soft Drinks,Fanta,2023-07-04,462,1.15,531.3
ORD341006,Coca-Cola Bottling Company United,Kroger,Denver,Colorado,Water,Aquafina,2023-05-22,351,1.19,417.69
ORD884156,Swire Coca-Cola,Publix,Boston,Massachusetts,Water,Aquafina,2023-07-27,222,2.38,528.36
ORD740270,Reyes Coca-Cola Bottling,Walgreens,Seattle,Washington,Water,Dasani,2023-02-08,329,1.65,542.85
ORD935046,Reyes Coca-Cola Bottling,Kroger,New York,New York,Soft Drinks,Sprite,2023-04-06,56,3.48,194.88
ORD595465,Swire Coca-Cola,Sam's Club,Denver,Colorado,Soft Drinks,Sprite,2023-08-04,409,3.04,1243.36
ORD776601,Reyes Coca-Cola Bottling,Publix,Denver,Colorado,Soft Drinks,Dr Pepper,2023-04-07,349,2.52,879.48
ORD313230,Reyes Coca-Cola Bottling,Publix,New York,New York,Water,Smartwater,2023-12-08,260,1.37,356.2
ORD541428,Coca-Cola Beverages Florida,Sam's Club,Houston,Texas,Soft Drinks,Fanta,2023-09-11,665,1.49,990.85
ORD293215,Coca-Cola Bottling Company United,Publix,Phoenix,Arizona,Alcoholic Beverages,Jack & Coke,2023-04-20,225,1.86,418.5
ORD229725,Coca-Cola Bottling Company United,Target,New York,New York,Soft Drinks,Dr Pepper,2023-04-23,781,2.65,2069.65
ORD132077,Coca-Cola Bottling Co. Consolidated,Costco,Seattle,Washington,Alcoholic Beverages,Simply Spiked Lemonade,2023-02-18,482,1.12,539.84
ORD524083,Reyes Coca-Cola Bottling,7-Eleven,Los Angeles,California,Alcoholic Beverages,Jack & Coke,2023-12-04,995,1.55,1542.25
ORD687611,Reyes Coca-Cola Bottling,Sam's Club,Boston,Massachusetts,Soft Drinks,Diet Coke,2023-01-30,753,3.16,2379.48
ORD724790,Swire Coca-Cola,Safeway,New York,New York,Alcoholic Beverages,Simply Spiked Lemonade,2023-05-01,85,3.47,294.95
ORD165194,Coca-Cola Bottling Co. Consolidated,Publix,Chicago,Illinois,Alcoholic Beverages,Simply Spiked Lemonade,2023-04-06,456,2.81,1281.36
ORD488584,Reyes Coca-Cola Bottling,Kroger,Denver,Colorado,Water,Aquafina,2023-08-09,783,2.89,2262.87
ORD599252,Reyes Coca-Cola Bottling,Costco,Boston,Massachusetts,Water,Aquafina,2023-06-25,71,2.55,181.05
ORD996063,Swire Coca-Cola,Costco,Atlanta,Georgia,Alcoholic Beverages,Simply Spiked Lemonade,2023-04-20,730,3.31,2416.3
ORD788728,Swire Coca-Cola,Target,Chicago,Illinois,Water,Aquafina,2023-02-18,803,2.23,1790.69
ORD378627,Coca-Cola Bottling Co. Consolidated,Walmart,Seattle,Washington,Water,Smartwater,2023-11-08,907,1.72,1560.04
ORD884394,Coca-Cola Bottling Company United,Safeway,Miami,Florida,Water,Aquafina,2023-12-16,590,1.45,855.5
ORD811910,Coca-Cola Bottling Co. Consolidated,Walgreens,Atlanta,Georgia,Alcoholic Beverages,Simply Spiked Lemonade,2023-06-08,854,3.19,2724.26
ORD466484,Coca-Cola Bottling Co. Consolidated,Publix,Atlanta,Georgia,Soft Drinks,Fanta,2023-06-26,426,2.52,1073.52
ORD913145,Reyes Coca-Cola Bottling,7-Eleven,Denver,Colorado,Water,Aquafina,2023-11-27,517,2.82,1457.94
ORD397613,Coca-Cola Bottling Company United,Walmart,Chicago,Illinois,Alcoholic Beverages,Simply Spiked Lemonade,2023-09-14,865,2.1,1816.5
ORD981777,Coca-Cola Bottling Company United,Kroger,Chicago,Illinois,Alcoholic Beverages,Simply Spiked Lemonade,2023-02-02,126,1.92,241.92
ORD966213,Reyes Coca-Cola Bottling,Walmart,Miami,Florida,Soft Drinks,Fanta,2023-12-12,677,2.37,1604.49
ORD387386,Swire Coca-Cola,CVS,Seattle,Washington,Alcoholic Beverages,Simply Spiked Lemonade,2023-06-07,495,1.06,524.7
ORD398147,Coca-Cola Beverages Florida,Costco,Miami,Florida,Water,Dasani,2023-05-18,226,3.45,779.7
ORD804071,Reyes Coca-Cola Bottling,Target,Houston,Texas,Alcoholic Beverages,Jack & Coke,2023-12-28,970,2.21,2143.7
ORD217786,Coca-Cola Bottling Company United,Kroger,Los Angeles,California,Water,Smartwater,2023-05-26,495,2.67,1321.65
ORD714018,Coca-Cola Bottling Co. Consolidated,7-Eleven,Seattle,Washington,Alcoholic Beverages,Simply Spiked Lemonade,2023-05-20,481,2.62,1260.22
ORD155125,Coca-Cola Bottling Company United,Costco,Denver,Colorado,Alcoholic Beverages,Jack & Coke,2023-11-04,410,1.79,733.9
ORD642927,Reyes Coca-Cola Bottling,Costco,Seattle,Washington,Alcoholic Beverages,Simply Spiked Lemonade,2023-10-06,116,2.88,334.08
ORD383267,Coca-Cola Bottling Co. Consolidated,Publix,Denver,Colorado,Soft Drinks,Dr Pepper,2023-10-25,308,1.71,526.68
ORD845572,Coca-Cola Beverages Florida,7-Eleven,Houston,Texas,Water,Dasani,2023-02-01,822,2.6,2137.2
ORD463042,Reyes Coca-Cola Bottling,Costco,Denver,Colorado,Water,Dasani,2023-03-21,691,2.29,1582.39
ORD208083,Reyes Coca-Cola Bottling,Target,Houston,Texas,Soft Drinks,Coca-Cola Classic,2023-05-05,175,3.19,558.25
ORD168499,Swire Coca-Cola,Safeway,Los Angeles,California,Alcoholic Beverages,Simply Spiked Lemonade,2023-09-20,410,2.86,1172.6
ORD301700,Coca-Cola Beverages Florida,Publix,Denver,Colorado,Alcoholic Beverages,Simply Spiked Lemonade,2023-07-19,981,1.8,1765.8
ORD179053,Coca-Cola Beverages Florida,CVS,Boston,Massachusetts,Alcoholic Beverages,Jack & Coke,2023-03-20,197,1.64,323.08
ORD726662,Coca-Cola Beverages Florida,Kroger,Houston,Texas,Soft Drinks,Coca-Cola Classic,2023-08-04,237,2.15,509.55
ORD926508,Reyes Coca-Cola Bottling,Target,Denver,Colorado,Soft Drinks,Coca-Cola Classic,2023-07-13,163,2.35,383.05
ORD277321,Coca-Cola Bottling Co. Consolidated,Publix,Miami,Florida,Soft Drinks,Dr Pepper,2023-10-08,84,2.5,210.0
ORD587981,Swire Coca-Cola,Publix,Boston,Massachusetts,Soft Drinks,Diet Coke,2023-04-23,820,1.72,1410.4
ORD864378,Coca-Cola Beverages Florida,Kroger,Houston,Texas,Alcoholic Beverages,Jack & Coke,2023-02-15,208,3.5,728.0
ORD682992,Coca-Cola Bottling Co. Consolidated,Target,Chicago,Illinois,Soft Drinks,Diet Coke,2023-10-23,993,2.09,2075.37
ORD918345,Coca-Cola Bottling Co. Consolidated,Kroger,Los Angeles,California,Soft Drinks,Diet Coke,2023-07-27,735,2.6,1911.0
ORD402315,Swire Coca-Cola,CVS,Seattle,Washington,Water,Aquafina,2023-09-04,156,1.98,308.88
ORD917876,Reyes Coca-Cola Bottling,CVS,New York,New York,Soft Drinks,Sprite,2023-07-17,372,1.99,740.28
ORD376567,Coca-Cola Beverages Florida,Costco,Seattle,Washington,Water,Dasani,2023-12-29,941,1.4,1317.4
ORD168092,Reyes Coca-Cola Bottling,CVS,Los Angeles,California,Water,Dasani,2023-07-29,135,2.21,298.35
ORD548407,Coca-Cola Bottling Company United,Safeway,New York,New York,Alcoholic Beverages,Jack & Coke,2023-07-14,289,1.29,372.81
ORD996781,Coca-Cola Beverages Florida,Walmart,Miami,Florida,Alcoholic Beverages,Jack & Coke,2023-01-05,197,1.49,293.53
ORD985748,Coca-Cola Bottling Co. Consolidated,Publix,Atlanta,Georgia,Soft Drinks,Diet Coke,2023-10-20,70,3.33,233.1
ORD333123,Reyes Coca-Cola Bottling,CVS,Los Angeles,California,Water,Smartwater,2023-02-18,761,2.35,1788.35
ORD744190,Coca-Cola Bottling Co. Consolidated,Safeway,New York,New York,Soft Drinks,Fanta,2023-07-25,296,2.29,677.84
ORD593713,Reyes Coca-Cola Bottling,CVS,Boston,Massachusetts,Soft Drinks,Coca-Cola Classic,2023-10-26,501,1.03,516.03
ORD875117,Coca-Cola Bottling Company United,Target,Boston,Massachusetts,Soft Drinks,Dr Pepper,2023-08-23,983,1.23,1209.09
ORD792133,Coca-Cola Beverages Florida,Walgreens,Miami,Florida,Alcoholic Beverages,Jack & Coke,2023-11-05,342,1.92,656.64
ORD526460,Coca-Cola Beverages Florida,Safeway,Seattle,Washington,Water,Aquafina,2023-05-30,166,2.86,474.76
ORD566365,Coca-Cola Beverages Florida,CVS,Boston,Massachusetts,Soft Drinks,Dr Pepper,2023-06-22,704,1.61,1133.44
ORD215795,Swire Coca-Cola,Walgreens,Houston,Texas,Water,Smartwater,2023-04-29,678,1.05,711.9
ORD873455,Coca-Cola Beverages Florida,Costco,Atlanta,Georgia,Alcoholic Beverages,Simply Spiked Lemonade,2023-12-20,463,1.86,861.18
ORD643172,Reyes Coca-Cola Bottling,Kroger,Los Angeles,California,Alcoholic Beverages,Simply Spiked Lemonade,2023-11-08,919,3.47,3188.93
ORD394901,Swire Coca-Cola,Publix,Miami,Florida,Water,Aquafina,2023-12-17,785,2.68,2103.8
ORD934641,Coca-Cola Bottling Co. Consolidated,CVS,Los Angeles,California,Soft Drinks,Diet Coke,2023-02-20,354,2.03,718.62
ORD233364,Coca-Cola Bottling Company United,CVS,Atlanta,Georgia,Soft Drinks,Coca-Cola Classic,2023-04-10,877,3.46,3034.42
ORD694779,Coca-Cola Bottling Co. Consolidated,Walmart,Atlanta,Georgia,Alcoholic Beverages,Simply Spiked Lemonade,2023-09-09,330,2.04,673.2
ORD967598,Coca-Cola Beverages Florida,Walgreens,Atlanta,Georgia,Alcoholic Beverages,Simply Spiked Lemonade,2023-03-27,753,1.76,1325.28
ORD340082,Swire Coca-Cola,CVS,Denver,Colorado,Water,Smartwater,2023-02-13,385,1.57,604.45
ORD330443,Swire Coca-Cola,7-Eleven,Atlanta,Georgia,Alcoholic Beverages,Jack & Coke,2023-06-11,936,3.43,3210.48
ORD910336,Coca-Cola Bottling Company United,Walmart,Los Angeles,California,Soft Drinks,Diet Coke,2023-08-04,599,1.74,1042.26
ORD935519,Coca-Cola Beverages Florida,Walgreens,Los Angeles,California,Alcoholic Beverages,Simply Spiked Lemonade,2023-11-04,66,2.94,194.04
ORD444427,Reyes Coca-Cola Bottling,Kroger,Chicago,Illinois,Alcoholic Beverages,Jack & Coke,2023-02-23,634,2.36,1496.24
ORD654121,Reyes Coca-Cola Bottling,Costco,Denver,Colorado,Soft Drinks,Coca-Cola Classic,2023-04-27,818,1.99,1627.82
ORD690948,Coca-Cola Beverages Florida,Walmart,Houston,Texas,Soft Drinks,Fanta,2023-09-02,666,3.06,2037.96
